positionname,j2s7s300_joint_1,j2s7s300_joint_2,j2s7s300_joint_3,j2s7s300_joint_4,j2s7s300_joint_5,j2s7s300_joint_6,j2s7s300_joint_7
start,4.893838134935058,4.329972363654761,6.189536312711386,1.378786273783764,3.1896557870468887,4.554054998831773,1.70721954995335
