end of logging
UTCtime:2023,2,7,13:43:26
(0, 0.061017, 0.102891, 9.74597, -0.000458149, -0.0106901, -0.0105374)
(1, 0.0741775, 0.106481, 9.74597, -0.000916298, -0.0108429, -0.00901026)
(2, 0.0993021, 0.0993021, 9.74357, -0.000458149, -0.00992656, -0.00962113)
(3, 0.0717847, 0.102891, 9.75554, -0.000763581, -0.0103847, -0.00901026)
(4, 0.0765703, 0.111266, 9.76152, -0.00106901, -0.0105374, -0.00962113)
(5, 0.0801595, 0.118445, 9.75673, -0.000763581, -0.0108429, -0.00901026)
(6, 0.0777667, 0.107677, 9.7687, -0.000763581, -0.010232, -0.00962113)
(7, 0.0837488, 0.111266, 9.76152, -0.000763581, -0.0103847, -0.00901026)
(8, 0.0765703, 0.113659, 9.76511, -0.000152716, -0.0109956, -0.00946841)
(9, 0.0753739, 0.100499, 9.76631, -0.000610865, -0.0100793, -0.00962113)
(10, 0.0861416, 0.111266, 9.76631, -0.000610865, -0.0100793, -0.00931569)
(11, 0.081356, 0.0957129, 9.75673, -0.000610865, -0.00977384, -0.00931569)
(12, 0.0777667, 0.113659, 9.75913, -0.000305433, -0.0106901, -0.00901026)
(13, 0.0969093, 0.11007, 9.75076, -0.000916298, -0.0100793, -0.00931569)
(14, 0.0705883, 0.106481, 9.76152, -0.000916298, -0.0100793, -0.00946841)
(15, 0.0861416, 0.104088, 9.76272, -0.000152716, -0.0108429, -0.00916297)
(16, 0.0885344, 0.113659, 9.76392, -0.00137445, -0.0103847, -0.00962113)
end of logging
UTCtime:2024,9,16,13:23:49
(0, 0.0909272, 0.0957129, 9.75554, -0.000610865, -0.00992656, -0.00946841)
(1, 0.0897309, 0.112463, 9.75793, -0.000458149, -0.0100793, -0.00946841)
(2, 0.0729811, 0.11007, 9.76751, 0.000610865, -0.0109956, -0.00901026)
(3, 0.0801595, 0.112463, 9.74956, -0.000152716, -0.010232, -0.00931569)
(4, 0.0705883, 0.104088, 9.76392, 0.000152716, -0.0106901, -0.00946841)
(5, 0.0705883, 0.101695, 9.74597, -0.000763581, -0.0105374, -0.00946841)
(6, 0.0765703, 0.114856, 9.74836, -0.000610865, -0.0106901, -0.00931569)
(7, 0.0825524, 0.105284, 9.75913, -0.000305433, -0.0109956, -0.00931569)
(8, 0.087338, 0.107677, 9.75195, -0.000610865, -0.0106901, -0.00870483)
(9, 0.0861416, 0.105284, 9.75554, -0.000916298, -0.010232, -0.00901026)
(10, 0.0801595, 0.106481, 9.74717, -0.000763581, -0.0103847, -0.00931569)
(11, 0.0550349, 0.138784, 9.75793, 0.000152716, -0.011301, -0.00870483)
(12, 0.0825524, 0.122034, 9.76751, -0.000458149, -0.0111483, -0.00962113)
(13, 0.0921237, 0.11007, 9.7687, 0.000458149, -0.0108429, -0.00901026)
(14, 0.0801595, 0.105284, 9.76032, 0.0, -0.0106901, -0.00946841)
(15, 0.0837488, 0.108873, 9.75195, -0.000610865, -0.0109956, -0.00885754)
(16, 0.0765703, 0.118445, 9.75195, 0.0, -0.0100793, -0.00962113)
(17, 0.0849452, 0.113659, 9.76751, -0.000305433, -0.0108429, -0.00901026)
(18, 0.0837488, 0.111266, 9.75913, -0.000610865, -0.0103847, -0.00916297)
(19, 0.0849452, 0.112463, 9.75195, -0.000305433, -0.0100793, -0.00885754)
(20, 0.0861416, 0.112463, 9.75913, 0.0, -0.0105374, -0.00931569)
end of logging
UTCtime:2024,9,16,13:24:53
(0, 0.0909272, 0.0957129, 9.75554, -0.000610865, -0.00992656, -0.00946841)
(1, 0.0897309, 0.112463, 9.75793, -0.000458149, -0.0100793, -0.00946841)
(2, 0.0729811, 0.11007, 9.76751, 0.000610865, -0.0109956, -0.00901026)
(3, 0.0801595, 0.112463, 9.74956, -0.000152716, -0.010232, -0.00931569)
(4, 0.0705883, 0.104088, 9.76392, 0.000152716, -0.0106901, -0.00946841)
(5, 0.0705883, 0.101695, 9.74597, -0.000763581, -0.0105374, -0.00946841)
(6, 0.0765703, 0.114856, 9.74836, -0.000610865, -0.0106901, -0.00931569)
(7, 0.0825524, 0.105284, 9.75913, -0.000305433, -0.0109956, -0.00931569)
(8, 0.087338, 0.107677, 9.75195, -0.000610865, -0.0106901, -0.00870483)
(9, 0.0861416, 0.105284, 9.75554, -0.000916298, -0.010232, -0.00901026)
(10, 0.0801595, 0.106481, 9.74717, -0.000763581, -0.0103847, -0.00931569)
(11, 0.0550349, 0.138784, 9.75793, 0.000152716, -0.011301, -0.00870483)
(12, 0.0825524, 0.122034, 9.76751, -0.000458149, -0.0111483, -0.00962113)
(13, 0.0921237, 0.11007, 9.7687, 0.000458149, -0.0108429, -0.00901026)
(14, 0.0801595, 0.105284, 9.76032, 0.0, -0.0106901, -0.00946841)
(15, 0.0837488, 0.108873, 9.75195, -0.000610865, -0.0109956, -0.00885754)
(16, 0.0765703, 0.118445, 9.75195, 0.0, -0.0100793, -0.00962113)
(17, 0.0849452, 0.113659, 9.76751, -0.000305433, -0.0108429, -0.00901026)
(18, 0.0837488, 0.111266, 9.75913, -0.000610865, -0.0103847, -0.00916297)
(19, 0.0849452, 0.112463, 9.75195, -0.000305433, -0.0100793, -0.00885754)
(20, 0.0861416, 0.112463, 9.75913, 0.0, -0.0105374, -0.00931569)
(0, 0.0921237, 0.113659, 9.75076, 0.000305433, -0.010232, -0.0103847)
(1, 0.0837488, 0.111266, 9.73879, -0.000763581, -0.0103847, -0.00931569)
(2, 0.0897309, 0.116052, 9.75434, -0.000305433, -0.0100793, -0.00916297)
(3, 0.0753739, 0.114856, 9.75793, 0.0, -0.0108429, -0.00946841)
(4, 0.081356, 0.112463, 9.74357, 0.000305433, -0.0100793, -0.00931569)
(5, 0.0909272, 0.102891, 9.74717, -0.000610865, -0.0103847, -0.00885754)
error
(6, 0.0789632, 0.102891, 9.74956, -0.000152716, -0.0103847, -0.00885754)
(7, 0.0729811, 0.106481, 9.7364, -0.000763581, -0.0106901, -0.00885754)
(8, 0.066999, 0.112463, 9.75076, -0.000305433, -0.010232, -0.00977384)
(9, 0.0861416, 0.108873, 9.74717, 0.000152716, -0.0106901, -0.00885754)
(10, 0.0753739, 0.11007, 9.74357, -0.000305433, -0.00992656, -0.00885754)
(11, 0.0825524, 0.125623, 9.76511, 0.0, -0.0105374, -0.00931569)
(12, 0.066999, 0.107677, 9.76272, -0.000152716, -0.0105374, -0.00916297)
(13, 0.0741775, 0.118445, 9.75913, -0.000152716, -0.0100793, -0.00931569)
(14, 0.133998, 0.0598206, 9.76032, 0.0, -0.0106901, -0.00962113)
(15, 0.0981058, 0.111266, 9.75673, -0.000458149, -0.0106901, -0.00901026)
(16, 0.0777667, 0.12323, 9.75793, -0.000305433, -0.0108429, -0.00946841)
(17, 0.0705883, 0.122034, 9.76751, -0.000152716, -0.0105374, -0.00901026)
(18, 0.087338, 0.11007, 9.76032, 0.0, -0.0103847, -0.00992656)
(19, 0.0861416, 0.100499, 9.76392, -0.00809396, 0.00641408, 0.00626137)
end of logging
