UTCtime:**2024,10,11,11:1:2
(0, 0.714258, -0.0526421, 9.77468, -0.0267254, -0.00977384, -0.0216857)
(1, 0.777668, 0.0598206, 9.84647, -0.0186314, 0.000916298, -0.00503964)
error
(2, 0.649651, 0.202194, 9.81057, 0.00809396, 0.00106901, -0.0583376)
(3, 0.587438, 0.192622, 9.71725, 0.0287107, 0.0198531, 0.0152716)
(4, 0.51326, 0.411566, 9.69572, -0.0245873, -0.00503964, 0.0406225)
(5, 0.561117, 0.319442, 9.6682, -0.142484, -0.0207694, 0.0238237)
(6, 0.315853, -0.465404, 9.68854, -0.0132863, 0.0485638, 0.0279471)
(7, 0.290728, -0.205783, 10.2329, 0.104611, -0.12706, -0.000305433)
(8, 0.870988, -0.27996, 9.48635, -0.0494801, -0.218232, -0.0158825)
(9, 0.892523, 0.130409, 9.75913, 0.0763581, -0.122173, -0.052229)
(10, 1.56012, -0.0490529, 9.27458, -0.0108429, -0.067806, -0.109039)
(11, 1.66899, 0.081356, 9.51506, 0.00641408, -0.0444404, 0.00916297)
(12, 1.74078, 0.0418744, 9.4696, -0.106443, 0.0917825, -0.117744)
(13, 1.14616, 0.081356, 9.65983, -0.046273, -0.0508545, -0.0693332)
(14, 0.97029, 0.0466601, 9.92782, 0.00488692, 0.0496328, -0.0484111)
(15, 0.677169, 0.321835, 10.3454, 0.081245, 0.0768163, 0.00122173)
error
(16, 0.699901, 0.144766, 9.74597, -0.104153, -0.158214, -0.0647517)
(17, 1.07557, -0.148355, 9.82852, -0.0852157, -0.0436769, -0.0207694)
(18, 1.02652, -0.12682, 8.95634, 0.000152716, -0.113468, 0.00931569)
(19, 1.54576, -0.32662, 9.26262, 0.108123, -0.0416915, -0.0378736)
(20, 1.80658, -0.361316, 9.00658, -0.106596, 0.259618, -0.0835358)
(21, 0.819542, 0.189033, 10.4614, 0.0479529, -0.0519235, -0.00290161)
(22, 1.06481, -0.151944, 10.2724, 0.00503964, 0.15913, -0.043066)
(23, 0.891327, 0.147159, 9.51506, -0.122631, -0.0177151, -0.0302378)
(24, 0.684347, 0.0885344, 9.734, 0.067806, -0.0177151, 0.213345)
(25, 0.671187, -0.00239282, 9.77588, 0.110719, -0.00610865, 0.0560469)
(26, 0.683151, -0.282353, 9.87159, -0.0719294, -0.00229074, 0.0835358)
(27, 0.544367, 0.141177, 9.76152, -0.0545197, -0.0100793, -0.0577268)
(28, 0.605384, -0.040678, 9.7005, 0.00259618, 0.00320704, -0.0250455)
error
end
