UTCtime:**2024,10,10,14:1:32
(64, 1.02772, 0.531207, 9.56531, -0.0510072, 0.0711658, 0.1996)
(65, 1.11984, 0.372084, 9.42772, -0.000763581, 0.00488692, 0.117744)
(66, 0.862613, 0.652044, 9.74238, -0.0675006, 0.00198531, 0.0189368)
(67, 0.717847, -0.141177, 9.30569, -0.0525344, -0.0401644, -0.0526871)
(68, 0.958326, -0.114856, 9.67777, 0.0140499, -0.00488692, -0.0261145)
(69, 0.941576, -0.136391, 9.73999, 0.00870483, -0.00473421, -0.00855211)
(70, 0.916451, -0.0586242, 9.70649, -0.00106901, -0.0106901, -0.00931569)
(71, 0.915255, -0.0430708, 9.69931, -0.00641408, -0.011301, -0.00977384)
error
(72, 0.916451, -0.0227318, 9.70409, -0.00671952, -0.0129809, -0.0108429)
(73, 0.935594, -0.0394816, 9.71486, -0.00427606, -0.0157298, -0.0117592)
end of logging
